bezier curves,,https://my.mindnode.com/xFxmSxUn5zw5FF4ZoNqZsCGjvszFZSEHhy5PuHfE

biochemistry,,https://my.mindnode.com/zi4L6xyTss5zyiBkw6RqAqUhzaBZgpXNQk2UNA8D

bioinformatics,,https://my.mindnode.com/syiq5vpE5n7gWTqmvja6v6ivhY7EY1AP61qpz2PE

biology,,https://my.mindnode.com/VbTJQGhPcBZ7kWwXri8sUd1kTSQuAeZH8xkCtTgp

brain computer interface,,https://my.mindnode.com/z8HaiMkaqK9Ri8tJYgKGAv7x2TPiwkRNnKa73ZzC

browsers,,https://my.mindnode.com/YopAYPxSrgy7Pqvs6ztsEgqyHeXrCd5uRQY1zzUs

c programming language,,https://my.mindnode.com/Cy6YFfoRFvBbgMMWgyN2zaqhj9KPjB23fwxvN2GB

c++ programming language,,https://my.mindnode.com/NRbzKJDrEKKWK7pvqSdpBCy2cscxZ1ZMizkxzQik

calculus,,https://my.mindnode.com/rzNXGzaSkyjn634xxnSb2jwzC7wddoxxxrB91PwA

category theory,,https://my.mindnode.com/cgWrEEoW3HSA2iysGp2swqphQXSpqVvM5TaismpM

chaos theory,,https://my.mindnode.com/Ay3xy8VuNPMZyDMqzDwVQ9ijtJQBjpm82QWzinA2

chemistry,,https://my.mindnode.com/VdpXxxyVpJm7NedoNqt6YnSAsN7RWyR7mzLh3xs6

classical mechanics,,https://my.mindnode.com/Xs5qLyzR293qpAZLJWY39SuvK2xkW2YxWm61wT2M

clojure programming language,,https://my.mindnode.com/q3CqTsNEX43ovcxU9qoYU3wn23Fro7qbWaqxFULX

cognition,,https://my.mindnode.com/QPRgXSbRCgrkyBSD1xsSH3NPzptQxzwg2XUm34cG

combinatorics,,https://my.mindnode.com/MxmPsgBTgB8vwS7wcHpZgvTx5fWrdozgZngVpbrp

command line tools,,https://my.mindnode.com/XcsEDRdzwdo86zsfaQVmFR2pmXCXhkSvyqpynY97

competitive programming,,https://my.mindnode.com/S76EQdSTiDz1hMJqAtz1Mp3zqeSJy8bytwteqbrg

compilers,,https://my.mindnode.com/8zoz2iumK52ZVSsuEr2bqY2cyzpx7icMS1nMsNH1

computability theory,,https://my.mindnode.com/SnqXfwJjzbc3Vs5F1tUayBG5RhDxxwTadc3Y6At5

computer graphics,,https://my.mindnode.com/p7RzoL1gYA4Y4tzxrGVtRC5Tc1RLB6UtMnws5ugv

computer hardware,,https://my.mindnode.com/Lf272jyyVyWWmRPpxs8z4GvsxQqGPLfpZrVhYnMn

computer networking,,https://my.mindnode.com/NMjhSs88CAGYpxwsd4CP8mkzMRj5o42CMtDVJhtN

computer science,,https://my.mindnode.com/QKWtVCHyuwbZnuxdtzZhXxs4wp8St7GeiLbKMzQU

computer vision,,https://my.mindnode.com/mCmNsBxeiGdRqYefxaq2HXYMKxf8sFWq92qYtMyU

consciousness,,https://my.mindnode.com/hSNyGspZ2ZBNebvrRvgmrg62Nk963kgwjAvNAFuq

cosmology,,https://my.mindnode.com/WL8T66hAmVGunSeX6LoZi9ohx2RRKk1riegeG3kr

creative coding,,https://my.mindnode.com/FPn7sjCxzFEd6mqaBEwCCexNnwoPyFGzu5ySkMRk

cryptocurrency,,https://my.mindnode.com/7TUvLNzE4aUwzNqXurPdcyenQR5sYx9XsJjYcQcZ

cryptography,,https://my.mindnode.com/cHUd9sSPJHjKf81sczwqxPgS7KyJJqzXz1kp3shm

css,,https://my.mindnode.com/RotqNyXWxoT5pBazqnehMuKLkgHiM32WYqjazgpY

data structures,,https://my.mindnode.com/2qFq7j3eSx2Szz3PcKGTbsSbM6psoYYGTErdyYXd

databases,,https://my.mindnode.com/VsuqhhyBK8PAfvzuHqE1DBmyB9xV8fSePsX92ssB

deep learning,,https://my.mindnode.com/wqhKt6rDSZrJR5pVV2TpCv4xnHUsYJf3vZ9SbX7D

design languages,,https://my.mindnode.com/grUmLWNxBRYqRUbRVXqWc8uygE3SLPy7V9tp63nq

design,,https://my.mindnode.com/UfyzJtYHJtarpQg5YVXVz7vwYjQvn5FQt4g3pq4C

discrete math,,https://my.mindnode.com/ha8hqZuHbb5Py7LzxWoCatscK9AZsR93vJbyfqiq

diseases,,https://my.mindnode.com/qSpAkmpgvtHK27TFhysj9svBh7fBaZKjuFztc1ms

distributed computing,,https://my.mindnode.com/2ZYrG1D2SizuM5YzrnCNQdNqzZXC1N5nH2aTMbVd

drawing,,https://my.mindnode.com/z4ZojQ2ngJ83LWaew44kstV9f2YX3Huj1pmFUbTc

drugs,,https://my.mindnode.com/5HyyfoE5sufZR5RvN9isTCdaYByzxFVhLqpk2MXg

economics,,https://my.mindnode.com/FHh7spgcDGWdg72U6L4u34VRCrW9kLswUHQoXBMs

electrical engineering,,https://my.mindnode.com/QgyDiwvEke8bbXKGFQoh8zC4JUkpEW7THSpjPuDW

electron,,https://my.mindnode.com/1Gr5QZ6ycqVbhVNahBk6qjdSjsttzxuCz3UVDge1

elixir programming language,,https://my.mindnode.com/zW4mZpEwWk59LkRXCFQCxLCNGp52Uzt9yHFyk7A3

elm programming language,,https://my.mindnode.com/YcsPzMswwUu2QqRzQYytG3ztDyzfEaMdg2oshuki

emacs text editor,,https://my.mindnode.com/GQPbqm3QBqQrp8Pzz1kcYFQsDqMppMHkdH84y3bR

engineering,,https://my.mindnode.com/6SJjDrFxzofoZjxfpgH5qVryLSYjppJsg28NapzF

english language,,https://my.mindnode.com/oTrSaQmHmUvsfe1y2CpKU4xxnXueJKpKGoyWLZ68

entrepreneurship,,https://my.mindnode.com/7wRp4x4AGyQt7oxU2PzZpSEGudSns76n1f9WXD6Y

environmental science,,https://my.mindnode.com/2qWdikpzGwN6GkfyyevpW85tXxACgjqWGfxyJ7Ph

ergodic theory,,https://my.mindnode.com/YpcjTrk8y4e46T7kqFBnTmsEexqtCasGsrbHYTFL

erlang programming language,,https://my.mindnode.com/qNHHXzr4uwFXSHsHsznLkWvXXVskz6hFtjiRKcai

ethereum,,https://my.mindnode.com/Qzw4xRpZJLXCBG357zegCse43zFFzkBmssmg78Bo

evolution,,https://my.mindnode.com/vRcTBWAWQsQwUHvqMV9bNZbLDmXGxadnyobphBd9

filmmaking,,https://my.mindnode.com/zwrY9ZyZy5sHmRg8HizhVnJMDpxQnxahdkqA3i3G

financial independence,,https://my.mindnode.com/bFq9JuRH7YWRZpAqwPiUocWsssov8PPqdUGXhVpt

fish shell,,https://my.mindnode.com/S2WsuUtQp9KBSCz9TqzCpKx3tkxTTB3rmr8yPGyJ

fitness,,https://my.mindnode.com/Qruad21hxq43Qw4xHN4gyPZmeKc33cx3BDHq1o47

front end development,,https://my.mindnode.com/zRGj6Bjd1T31sVhsJz4HcNbCCz7ZMgKNqJSWSjyt

full stack web development,,https://my.mindnode.com/YfXtXRQ4Vys8SZaxwKETATNSWX4rbhHeq6xPxLjm

functional programming,,https://my.mindnode.com/yyhkEqtncydaTup1Bfz3Du7juXt5o5Urpp9pnWQv

game development,,https://my.mindnode.com/rMqH25BBnT8N9Frhv3L6YCk8NozigyGWgjrgPmjE

generative art,,https://my.mindnode.com/poAjesfjxdw5oHhJJT1LbPi4pabM6gBh1kKzrS3E

genetics,,https://my.mindnode.com/YsbzN9qSqh19C8xSu48PVMsDYik1obzQLb4qUNTN

geometry,,https://my.mindnode.com/sCYVzti3VNqepg8uKQxpGQoHnDFy3pyuBiabecPn

git version control,,https://my.mindnode.com/dzhbs3FRB4z143969SjnPEDspe1Gp3SEppissAqy

go programming language,,https://my.mindnode.com/qpLq1TfqPWmu9sszrCxEM4QsWUH547TLNQkyfTyQ

godot game engine,,https://my.mindnode.com/9J1fJTLMtBohP398Zs1axCyQf7v4nFyoMTWuG9P5

graph theory,,https://my.mindnode.com/dXTCUUkXaSp99j3nbD2Gzxn5NMBn8dyuU4atT51n

graphic design,,https://my.mindnode.com/3LqqYjEYQWQsrSk3Ypvy193fTspqZuiCy4emM7Bz

group theory,,https://my.mindnode.com/CBJmkdWELRW4PYpUDj5ypLeydiAn1io41CrpHpF2

haskell programming language,,https://my.mindnode.com/2t2hzaNKKxQ5L6zaAEgpguLbJYL24gX8hi8hgrFM

health,,https://my.mindnode.com/4LknBLWzBESbxERfpYQZsa2Fv1k3Lne1FjVsD4ys

history,,https://my.mindnode.com/viRDhbpcrjLW2MSyzGJyhzgSqryics23wcLfJTxR

html,,https://my.mindnode.com/9XKbbxW8Ft3fzP43bPwtqU3PRhDzp3VjKsqLntQJ

http,,https://my.mindnode.com/t1dtQBegP9uwBMKgxszHeHhYRT8EzDvbxy9Zbstw

idris programming language,,https://my.mindnode.com/FALM4KzKneJrqTQpd9fc8ZQyneE228tWpAVcB5f1

industrial design,,https://my.mindnode.com/sG3PrxZ5rtpFSBEWewrbfGkSiaXduHMZxEWRRewi

infrastructure,,https://my.mindnode.com/VBPfyy3FxxfSpCB6xzjQUxbKbmvPf6w9W7snssVb

internet of things,,https://my.mindnode.com/paZEegpBdjystmyVhqfqX7PoPquz1AEWY4JvQkSk

investing,,https://my.mindnode.com/GLyTce5yc3y6fxsHJqZSoP3UnR5pSx2My8cudp7o

iOS,,https://my.mindnode.com/m32Zo1SzPiqfWqJvpUwBMuTMCNVXejfyWfZyeSFz

IPFS,,https://my.mindnode.com/Hsex87wcsZbzbwMNzbaJFsBPFJycLymJqA7sotvg

java programming language,,https://my.mindnode.com/XcFAZAvk82ipqdis1UW5wznzxBxuVbx5iHLwgLHP

javascript libraries,,https://my.mindnode.com/5PazdXmKxEq1mDpksAfWUZFdJTpvAHpti6Cir1S2

javascript programming language,,https://my.mindnode.com/QQzCynmUtZpAuyGipqxsvRJ6NPn477o9cSjCGqqR

jQuery,,https://my.mindnode.com/Gr8yvuKJCWgjaeJXoiUudYqoid8oeky6b81Cwunf

julia programming language,,https://my.mindnode.com/o5MkZSpM5SvDhrBTz7mvrm7qLFSFXXAgV5xzKWQx

keras library,,https://my.mindnode.com/rApczcRbzmMrgkZtP6QmEyTRGUvgiyThASZrPP5C

kotlin programming language,,https://my.mindnode.com/5LipbLiRfryhTsqRL6za1x5qzpQBh3mmD997Kwvb

lambda calculus,,https://my.mindnode.com/P1fXveGBaQQQF9u1ZjGzqJzT9vnUppxPgyrnYFzM

languages,,https://my.mindnode.com/stsEoNGkUKFSyU9tsZ79xwDwQqQWSufCXafvSdPx

LaTeX,,https://my.mindnode.com/4bwpnfgzEsxWdzsbgDzUJdK8qxmvEKEK8tdWPmD5

law,,https://my.mindnode.com/xGXnpQKEqRv7eHeqTwgz8CsdknxhnWZj68baiyCd

learning,,https://my.mindnode.com/xmrq1nh3m3aseeRxiK7hexvqqKktdaLRSTGSq2pA

linear algebra,,https://my.mindnode.com/9GQnwWMBYXMe1XjUD8G21qpxiyz5B4MraPtL8xyy

linguistics,,https://my.mindnode.com/RzvJjKnkfVYcSZxfU8vozrx94yqAemYs6s5SRnoz

linux distributions,,https://my.mindnode.com/HpUzZFCiRpvNq4ahQ7kZzzMHtP5Mpsxw9aysneyX

linux,,https://my.mindnode.com/jm89qy7HU6d8WuxRKdxrAicNnEgSPaeSJ7poN6VC

lisp programming language,,https://my.mindnode.com/U8N8tR2D1Ek1SUaLoNEDwcmoeeBRMkEUnd1XxfH6

logic,,https://my.mindnode.com/1GGWUw7yg9oqPVsqx83FwnMa41ecAcYXYJp5GRRR

LOVE game engine,,https://my.mindnode.com/gKQdRD1VLLAi1etGdsKnhtXsW4WX8y6HQUQBx6eN

machine learning libraries,,https://my.mindnode.com/PVcz8iqUfa941KTpBqXgpiP7Asst1yGcqVa8Kmit

machine learning,,https://my.mindnode.com/k954FWFNztnkphWmNqqHz2dqQW41LeP1SLqkqqjs

macOS,,https://my.mindnode.com/Q8Rh6YMpzZrg6z2axSfSeU6vUxgNrbDaosMzuAAn

macroeconomics,,https://my.mindnode.com/7yruRs7n4ySrpYqFppAaRJrdcf8MKpAfpyjnqV1z

management,,https://my.mindnode.com/YstbvV9fn1zzpkXxCsSAnzheSysDKn5Q3B8koMuf

marketing,,https://my.mindnode.com/Wm2fSqKWEJyyZ3LYZsgy2x6Yb8te49t968qqypUs

mathematics,,https://my.mindnode.com/JD2DJUeZSAwQzyb5KceAZ6bfuYaLGqsDkpfZg1R2

matlab programming language,,https://my.mindnode.com/5Sx8gmcsXTxznCp11pAggrxCzWkA4VLLNFx2RNEH

medical specialties,,https://my.mindnode.com/zv6SgpSpxyG8ZzXs7TpqV3Lzzms5yqa3pzC9CTnn

medicine,,https://my.mindnode.com/CbZkPeEWbQxNRtoCAzdy3Wx1Bz3BLzC3PsK9yF5q

microeconomics,,https://my.mindnode.com/4vwsEGr7GgX2F6iTU1gzu4wCByWxGi9HCTqW7ABp

mindfulness,,https://my.mindnode.com/X1xhDwGWzsx5JAYpitKYQmX9YtMgR3CBpujMkhj8

music,,https://my.mindnode.com/s7pJzgtWzzkz8ubfSzWxWyvuReC7eLVSHZqc4aRV

natural language processing,,https://my.mindnode.com/nFFywmhppMRxw1Z6n7QNxikisQo9q9egH5jL8PfD

networking protocols,,https://my.mindnode.com/6fjPX63yK7dpB6Vs2uxjzqvZ8xBw2ymoDuq48wPC

neural networks,,https://my.mindnode.com/VznvpXy4JfeyVL4toshCQE3pdyHvLzx1bTGUpze2

neuroscience,,https://my.mindnode.com/qn6XqfNxftWrVm4n2Xs5BsPJok4KEFTJGpNixELq

nim programming language,,https://my.mindnode.com/h8VJGBSS26e4bB4WdUx3myyoUczihJtvzGGj8whg

node.js,,https://my.mindnode.com/66sFsUMNvxTztuXk4hHSKRByUXqnASaLTXMNrNkv

noSQL databases,,https://my.mindnode.com/mLEApxUMnfyeMpB7WzzkUdUNAweVk9WWJZpXgsh6

nuclear physics,,https://my.mindnode.com/HbfUFjzkF9Dc1GnzXqs2rUpVy9dEsWBL61wKvsx7

nuclear power,,https://my.mindnode.com/VsJNqTHszge5FaDgKQXk94U6mzvFT5dSHd5cRu1p

number theory,,https://my.mindnode.com/XtFzGZzt2WmZXRs6R2yecX5yqPXn2rGvdTXhbtJ9

nutrition,,https://my.mindnode.com/zUyb7rGF3UvomE9YgA4tJ8vhfrGxZ9dvPNy2EL1r

objective c programming language,,https://my.mindnode.com/zpRZZGyaquCMMatMhbHqoyNDum3Nh6VTgyRwyDuY

openGL,,https://my.mindnode.com/zPHWFpAprmq1Tt3YGm3ZBE1pysmVUYSgDhsfMVfZ

operating systems,,https://my.mindnode.com/KAxvkPhxHhf6v2xxJ58HXhduppxpTz8xznmcuvBZ

organic chemistry,,https://my.mindnode.com/dhjpxEvxsiojxW3zpYLauuaPtunmybtWNfUjmy4b

penetration testing,,https://my.mindnode.com/4ihKdHT7ZKc1a6hp7MiFFYGpzA4Dm6Qu6sr5LdMT

perl programming language,,https://my.mindnode.com/4XCVExihWLgHvFxnJZyxLMYWWt8rfsgi4Hrqykya

philosophy of mind,,https://my.mindnode.com/UMM4zxspXCaoU2PXsuxQdj8ERppHZEpkv9oQAiuB

philosophy,,https://my.mindnode.com/DaLRfu3ipMHEkhxuzqKTgbZPLmVGTmN7khBS3xqZ

photography,,https://my.mindnode.com/ARzVgj42iJRgaDwqcHqpy6bVBskmZxbbzGsUyaYn

physics,,https://my.mindnode.com/RfCpjqozA6Aq3j38RvzUnZrhFGMnpCsbRrpAsUWj

postgreSQL,,https://my.mindnode.com/y48JgLrYtbyNrsKyRze4WHzhYVrGZks9N9pvsekp

privacy,,https://my.mindnode.com/uFiw9mUYxyQjTnTcHqpX8VGsH5sSVSWztpY5AyWJ

processing programming language,,https://my.mindnode.com/zR23tD5fCFaQox7mHfYkLUgiQCDvMcz8Ragd98QR

programming interviews,,https://my.mindnode.com/XSoat9hfA9vpEu9LsEStbuAzNWhPHZqDyh24sRzv

programming language design,,https://my.mindnode.com/DGpMF54UqFrrurzbs77HTzyq8HswHBEwq8xdg8hB

programming language theory,,https://my.mindnode.com/6GZfjhTKw6cscXsr3MqFCLAfPnCs9dEEWSAuptrR

programming languages,,https://my.mindnode.com/deC8Q7qpC5GxM41ysqHhMHzN832JMUAL1Fc351Td

programming mastery,,https://my.mindnode.com/RHEKsTCqdDLjzVaZ8DzEXkeEezxpmyLsqf5BV1Mt

programming paradigms,,https://my.mindnode.com/WoxCvQtJKD7iFsABg3sRjfAfQ2g5ZQjmTt6Vd25i

programming,,https://my.mindnode.com/XK73eU8WNHy5qHEnsKTKqSdsVkXzs2iMtvTmgYpc

psychology,,https://my.mindnode.com/cmk4fh551FmyBm5Eg3vAbj9zruxk3W41XNreG4vy

public speaking,,https://my.mindnode.com/FfGBsH3yoyhMqibLaNW8hf3ZKGe59Yx7yiNDBxc3

python programming language,,https://my.mindnode.com/cmzq9sEGAyyNyeZrNA7UyQa8JpsqHf9QzStwFqGT

pytorch library,,https://my.mindnode.com/9ABQqxkZGqGtY2QKRkwyt7q3pfzMkoSQTgJ5anZn

quantum computing,,https://my.mindnode.com/F8ubCrxApr7pFiW8TxvNyyzD51WqHkzVDFMN4cyp

quantum mechanics,,https://my.mindnode.com/qJ23VQZs8r5YToae7Ch6Tein6h7U5yhAiw8enxsH

r programming language,,https://my.mindnode.com/mUPs3DfcabhJX4AWRPWVdbYRkqqad3ZL2SjVFoPL

rationality,,https://my.mindnode.com/ZLb6tystjm7WXtPgscpXpxKiDktvqcqvvUbptrER

ray tracing,,https://my.mindnode.com/https://my.mindnode.com/xXFt6yDav79DvBBUnPbsqtVzQH1fXBqZGRaYRk9D

react native,,https://my.mindnode.com/MiLsnxiprq4jpBMTBiHT48Kt1sZqfF23hEuyGLKE

react library,,https://my.mindnode.com/ifaZsjVmDsFxTdqDDix8s3GyXibGvCArpc86ViZM

redis,,https://my.mindnode.com/Fb7dmtCvahWRF1LWybq5JqtPjHwBeF4mxoV7zLB5

regular expressions,,https://my.mindnode.com/reBzaM1mn6WWuTM5iRAtrC1o7LzWBNwspT9pxNT3

reinforcement learning,,https://my.mindnode.com/eKswyDv4KNY9fePuF3DcWvYZjtTaBzxk581Mw7Ru

relational databases,,https://my.mindnode.com/y48JgLrYtbyNrsKyRze4WHzhYVrGZks9N9pvsekp

reverse engineering,,https://my.mindnode.com/dtFqPNRpHxvWsy1ySv4oA48sDxPa87SpfFq5Zzqz

robotics,,https://my.mindnode.com/wh2SoPR7RC3QvWxkk8Gw3S4Ev8AsqCrnozKk8Hv2

ruby programming language,,https://my.mindnode.com/tjqqGCFLZbqp4sEDZqv7H6DB5Xwx7FUjhDdpBnit

russian language,,https://my.mindnode.com/4eQcjH3g5sypLz42tryUQ49NZzfhE3Crb4m9tq1v

rust programming language,,https://my.mindnode.com/7Q14XaYLnco9X1oqfouxpibjMz3Asy6PVDjf8C3Y

scala programming language,,https://my.mindnode.com/z5jpzSuE3Tdyy4TFpxz3vbZMAKyS6B4cDPNQKmS2

search engines,,https://my.mindnode.com/7YbqKxSpWxkBT4s4p8N5HghpCy6n8XNHwSHAppzn

security,,https://my.mindnode.com/38DGvay2sqnzEMAZ4GnPNKzVxDic1gStaQq6dn46

sentiment analysis,,https://my.mindnode.com/BTNhqptfyxynrT4NFoaLAysgHnkKgpC98YGuKqRA

set theory,,https://my.mindnode.com/nczskizQHzyMnnpAxxg5D2hWuMshy2AF13pkGNdk

singing,,https://my.mindnode.com/LzEyZ1zXzYtx17vmqsn1ddeVAzRNPZscLvdgNkmc

smalltalk programming language,,https://my.mindnode.com/rv35EzC72HtQBmAse2k9WgxyssY4qTbs2u3FU9ux

sociology,,https://my.mindnode.com/syqmsqY4ZxxGLHMJFc1s84WXdU4eC3MxdZPa9eSd

software architecture,,https://my.mindnode.com/eGwQJjrztCQoaUZwUdAeq2o4C1s9mdHKRKjX6iRD

software defined networking,,https://my.mindnode.com/7zQmJgzwiJusj356NbqrERGDJkX3bRSLJH65tp35

special relativity,,https://my.mindnode.com/gLpu3axPp2y3uXJoq4G5F2bCzbLNDn9Vi1rnaZLH

ssh,,https://my.mindnode.com/4TdQ9XwhpRja4c9Nz7XvCSL1k3UsHFs8U2fxjfwd

statistics,,https://my.mindnode.com/7cSLjj5rauAnjWT1zHqEmqGkixvoVWaMz8C7Q2aW

sublime text editor,,https://my.mindnode.com/ndgjqFv81GzHxJR19VmpzcZHdE9yM6yFDNoiqZZu

swift programming language,,https://my.mindnode.com/vAJcWyzzTubpywgp8o367gPWvRUxi2y5r2sZMryb

tcp/ip,,https://my.mindnode.com/zZbLxuhSrDnUaU3aP21wpUwt62zmVpkct13QhJjU

tensorflow library,,https://my.mindnode.com/qA5158JZkdJzGWzr54AswZkmxPnwBJVTc89mytzy

text editors,,https://my.mindnode.com/GQPbqm3QBqQrp8Pzz1kcYFQsDqMppMHkdH84y3bR

theory of computation,,https://my.mindnode.com/nv2bgFsqXvmrTByTt5W1Q7GtXqu8skYRTyac1pDU

software,,https://my.mindnode.com/Y9HmMRYdZycykNjqHMtyQ2G7aSVJXbRFcsxT7prQ

torch library,,https://my.mindnode.com/zqcBKdtGqSVwEik7gqrYrynGeyfSXYLVyqxE72Q2

type theory,,https://my.mindnode.com/eytyqpDLBmrC4xVnHCDqRVBZi39xhXBWnBRSTVoM

typescript programming language,,https://my.mindnode.com/5LipbLiRfryhTsqRL6za1x5qzpQBh3mmD997Kwvb

typography,,https://my.mindnode.com/Dpe6usjyhYStxvMwwrGB2oste4DsnbGdQxL8h1eU

unity game engine,,https://my.mindnode.com/e6eGCsYMysgfLWp32sC94KKjriUy5UNmBJXJGoox

unix shells,,https://my.mindnode.com/vYosAZHZypgizmPLqEDEhcvoGNTAUPHz7eBVyf9R

user experience,,https://my.mindnode.com/HxHcbJzNjqT4s8esfDyUQYEACFDysxTx43FUGdYx

user interfaces,,https://my.mindnode.com/HxHcbJzNjqT4s8esfDyUQYEACFDysxTx43FUGdYx

vim text editor,,https://my.mindnode.com/onsumXxs7xywXeQxDHEJxfM8pQ5YNxmfzfxQc74T

virtual reality,,https://my.mindnode.com/mKhEXHiMUXpGgfJxDkqbgyxN3MRp3bwug96a9zo2

vs code text editor,,https://my.mindnode.com/ZkkpJ1Q28hj2Lx4xoU2eWqHWojC4RDjCsYYUTQPK

vue.js,,https://my.mindnode.com/nGBJtTf4DYUj4sxXXZRBn7YkRnxb1LtqLmzhonLn

web crawlers,,https://my.mindnode.com/tfSGpEVZd5EqPFzEzetA532qCfhgUDfbVp6gU7zv

web design,,https://my.mindnode.com/3irQvGhTDXsWX7yHqzQkR9JWhq9kyaJZ4otN7qiR

web development,,https://my.mindnode.com/85uh2iN4GPhBJpuyyuWks5a6niyypQA5TPBCGnAN

web performance,,https://my.mindnode.com/TTiDHqPUigF91yBHAFSgbhNckeUAGZhNtxiavEPB

webpack,,https://my.mindnode.com/s6pamFzVLsjqEmECkedvcFuH8pdM47NuojDs8epy

WebRTC,,https://my.mindnode.com/Z23exvKV95hC8L5i5kcyenuTr1XykRqXWweZAqfi

WebSockets,,https://my.mindnode.com/MCHX7afgsj6V5qXGDEpoqs4uJhG9yDPsTaz4WyP4

windows,,https://my.mindnode.com/yxcnFoyVpJecxFRoqfQ8orzsu3zesCAcS9jjMPZM

writing,,https://my.mindnode.com/syW5tDqyLdEPRQYt2d8bhbt79hqPxreaaKo3BqMG

quantum field theory,,https://my.mindnode.com/gDAemvFSLEMi7g9ozVTKp7yW2onyv76X5cspxeVQ

guitar,,https://my.mindnode.com/xPUGxGodprtehL3P5zd7dyzmTeaDYiCQxkVp8nrF

model theory,,https://my.mindnode.com/M66CXTQkXDysSKDp3a3Mq3Dbwzy5x398Ayvzc1Ey

topology,,https://my.mindnode.com/9Vyqzw7KposgvsspFnRr96nFCyNcKKUVG4hpuNYw

knot theory,,https://my.mindnode.com/Gq7pA3rtpYhZP2K1MhMFwmy3YaEpvdG13M5wjRBi

php programming language,,https://my.mindnode.com/PRPMKGkoCxUbGwDxRxfWCPspQppWEL4wcrf3LteY

meteor library,,https://my.mindnode.com/HbPdBs4yqvN1FdoScE3PVNZwnXcqdddWqXkGqssc

scikit-learn library,,https://my.mindnode.com/35hVLCpp3wbpsx4YqVD9XxpczbpPpyWJjwWfsfAq

redux,,https://my.mindnode.com/eD7tx71JUqC6R4iqaPGxzvdR2ocpqGq5TVsxp2yk

django library,,https://my.mindnode.com/K5WJhHspfaaezNNbNRZYxWGEoofFqnQVTa3ZcxEz

german language,,https://my.mindnode.com/pT3imu8pRh4xtPpe45UYAEGz7ehkMqWna1sPgWbL

chinese language,,https://my.mindnode.com/amC8qjhodpnZHjXHDxxyeSpKSMU65DUb1yyirRMk

query languages,,https://my.mindnode.com/26VQE2ahqWLR5jRQCdsChym1EUP2Ls8AmQ64aj2y

graphQL,,https://my.mindnode.com/QBvN8M3BBDqL2TKXpGzyycUxTMYcRzXpQoJKDcdq

photoshop,,https://my.mindnode.com/Bq15VPP9eVsmunFsM9RAFjpawSsgpuCBSi9ou3ye

docker,,https://my.mindnode.com/mckfV3fnWaJJirpCTcieUhRdyMT3TuLHq6RY54Gs

kubernetes,,https://my.mindnode.com/qD6Dva6VnUKLM1xg3tisnTznnXkBgpYd8nfyjGkn

aws,,https://my.mindnode.com/TCxkEPQuB1ApGPDJT4RcsusD7JFkgNq4HjwAqbLj

c# programming language,,https://my.mindnode.com/6WmDpnHqF93PcBqtajq5Y2kFTy3HqyadWjazqqAU

